prob,match_category,similarity_sentence,detailed_explanation,pair_id,run_id,entity_id_a,entity_id_b,sim_vorname_lev,sim_vorname_jw,sim_vorname_cos,sim_vorname_soundex,sim_vorname_metaphone,sim_vorname_dmetaphone,sim_nachname_lev,sim_nachname_jw,sim_nachname_cos,sim_nachname_soundex,sim_nachname_metaphone,sim_nachname_dmetaphone,sim_strasse_lev,sim_strasse_jw,sim_strasse_cos,sim_strasse_soundex,sim_strasse_metaphone,sim_strasse_dmetaphone,sim_stadt_lev,sim_stadt_jw,sim_stadt_cos,sim_stadt_soundex,sim_stadt_metaphone,sim_stadt_dmetaphone,sim_land_lev,sim_land_jw,sim_land_cos,sim_land_soundex,sim_land_metaphone,sim_land_dmetaphone,sim_email_lev,sim_email_jw,sim_email_cos,sim_email_soundex,sim_email_metaphone,sim_email_dmetaphone,sim_telefon_lev,sim_telefon_jw,sim_telefon_cos,sim_telefon_soundex,sim_telefon_metaphone,sim_telefon_dmetaphone,sim_plz_eq,top_features,feature_contributions
1.0,Sichere Dublette,Alle Vergleichsattribute weitgehend identisch außer Telefon,"**Modellbasierte Einschätzung**

Das Modell stuft dieses Datensatzpaar als **Sichere Dublette** ein.

Die Entscheidung wird insbesondere durch Übereinstimmungen bei E-Mail, Nachname, PLZ, Stadt, Straße, Vorname gestützt, die einen positiven Einfluss auf die Modellbewertung haben.

Abweichungen bei Telefon wirken dämpfend auf die Modellbewertung.

Weitere Merkmale wie Land tragen nur begrenzt zur Entscheidungsfindung bei.

**Attributbasierte Evidenz**

**Stark entscheidungsrelevant:**
- Name: sehr ähnlich (merklicher Einfluss)
- Straße: sehr ähnlich (merklicher Einfluss)

**Bestätigende Übereinstimmungen:**
- PLZ: identisch
- Land: identisch

**Abweichungen:**
- Telefon: unterschiedlich (geringer Einfluss)

**Schwache Signale:**
- Stadt: sehr ähnlich (geringer Einfluss)
- E-Mail: sehr ähnlich (geringer Einfluss)

**Governance-Hinweis**

Die Einschätzung stellt eine modellbasierte Empfehlung dar und ersetzt keine fachliche Entscheidung.",540,c8b3463658b7423f992daa55f50145f1,212,1090,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.8333333333333334,0.9555555555555556,0.42971126510620483,1.0,1.0,1.0,0.8333333333333334,0.9555555555555555,0.5055427908131561,0.0,0.0,0.0,0.8333333333333334,0.8900000000000001,0.6721327713756804,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.9411764705882353,0.9764705882352941,0.7970359590197322,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"sim_strasse_lev, sim_vorname_lev, sim_stadt_lev","{""Name"": 0.15327798839302245, ""Stra\u00dfe"": 0.11504851222079074, ""PLZ"": 0.014652818469027292, ""Stadt"": 0.09850811972913287, ""Land"": 0.008676902281868949, ""E-Mail"": 0.07794773928233426, ""Telefon"": 0.016965626288351975}"
1.0,Sichere Dublette,Alle Vergleichsattribute weitgehend identisch außer Land,"**Modellbasierte Einschätzung**

Das Modell stuft dieses Datensatzpaar als **Sichere Dublette** ein.

Die Entscheidung wird insbesondere durch Übereinstimmungen bei E-Mail, Nachname, PLZ, Stadt, Straße, Telefon, Vorname gestützt, die einen positiven Einfluss auf die Modellbewertung haben.

Abweichungen bei Land wirken dämpfend auf die Modellbewertung.

**Attributbasierte Evidenz**

**Stark entscheidungsrelevant:**
- Name: sehr ähnlich (merklicher Einfluss)
- Straße: sehr ähnlich (merklicher Einfluss)

**Bestätigende Übereinstimmungen:**
- PLZ: identisch

**Abweichungen:**
- Land: unterschiedlich (geringer Einfluss)

**Schwache Signale:**
- Stadt: sehr ähnlich (geringer Einfluss)
- E-Mail: sehr ähnlich (geringer Einfluss)
- Telefon: sehr ähnlich (geringer Einfluss)

**Governance-Hinweis**

Die Einschätzung stellt eine modellbasierte Empfehlung dar und ersetzt keine fachliche Entscheidung.",1937,c8b3463658b7423f992daa55f50145f1,500,1047,0.8,0.94,0.38288644053641835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8666666666666667,0.9317460317460317,0.6634327855534611,0.0,0.0,0.0,0.8,0.9066666666666667,0.3310122128360279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.9783068783068783,0.7867181512638751,1.0,0.0,0.0,0.9,0.9170370370370371,0.6145623186827881,1.0,1.0,0.0,1,"sim_strasse_lev, sim_stadt_lev, sim_vorname_lev","{""Name"": 0.13651307862883294, ""Stra\u00dfe"": 0.1072796474862734, ""PLZ"": 0.01387461280622598, ""Stadt"": 0.09766659565668022, ""Land"": 0.004248977191387129, ""E-Mail"": 0.0715434126527024, ""Telefon"": 0.0833361788166823}"
1.0,Sichere Dublette,Alle Vergleichsattribute weitgehend identisch,"**Modellbasierte Einschätzung**

Das Modell stuft dieses Datensatzpaar als **Sichere Dublette** ein.

Die Entscheidung wird insbesondere durch Übereinstimmungen bei E-Mail, Nachname, PLZ, Stadt, Straße, Telefon, Vorname gestützt, die einen positiven Einfluss auf die Modellbewertung haben.

Weitere Merkmale wie Land tragen nur begrenzt zur Entscheidungsfindung bei.

**Attributbasierte Evidenz**

**Stark entscheidungsrelevant:**
- Name: sehr ähnlich (merklicher Einfluss)
- Straße: sehr ähnlich (merklicher Einfluss)

**Bestätigende Übereinstimmungen:**
- PLZ: identisch
- Stadt: identisch

**Schwache Signale:**
- Land: sehr ähnlich (geringer Einfluss)
- E-Mail: sehr ähnlich (geringer Einfluss)
- Telefon: sehr ähnlich (geringer Einfluss)

**Governance-Hinweis**

Die Einschätzung stellt eine modellbasierte Empfehlung dar und ersetzt keine fachliche Entscheidung.",1462,c8b3463658b7423f992daa55f50145f1,370,1103,0.8333333333333334,0.9169191919191918,0.4365468571053378,1.0,1.0,1.0,0.6,0.88,0.18443037120737368,1.0,0.0,1.0,0.9090909090909091,0.9818181818181818,0.7289558576363704,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.98,0.6132953194309941,0.0,0.0,0.0,0.9565217391304348,0.9826086956521739,0.8130471997326993,1.0,0.0,0.0,0.7692307692307692,0.8605982905982907,0.3725630246049012,0.0,0.0,0.0,1,"sim_strasse_lev, sim_vorname_lev, sim_stadt_lev","{""Name"": 0.12843817962074922, ""Stra\u00dfe"": 0.10489568473302267, ""PLZ"": 0.013552399719203611, ""Stadt"": 0.08314735627038503, ""Land"": 0.004790264228576402, ""E-Mail"": 0.06950888322442994, ""Telefon"": 0.06527817415863654}"
1.0,Sichere Dublette,Alle Vergleichsattribute weitgehend identisch,"**Modellbasierte Einschätzung**

Das Modell stuft dieses Datensatzpaar als **Sichere Dublette** ein.

Die Entscheidung wird insbesondere durch Übereinstimmungen bei E-Mail, Nachname, PLZ, Stadt, Straße, Telefon, Vorname gestützt, die einen positiven Einfluss auf die Modellbewertung haben.

Weitere Merkmale wie Land tragen nur begrenzt zur Entscheidungsfindung bei.

**Attributbasierte Evidenz**

**Stark entscheidungsrelevant:**
- Name: sehr ähnlich (merklicher Einfluss)

**Bestätigende Übereinstimmungen:**
- PLZ: identisch
- E-Mail: identisch

**Schwache Signale:**
- Straße: sehr ähnlich (geringer Einfluss)
- Stadt: sehr ähnlich (geringer Einfluss)
- Land: sehr ähnlich (geringer Einfluss)
- Telefon: sehr ähnlich (geringer Einfluss)

**Governance-Hinweis**

Die Einschätzung stellt eine modellbasierte Empfehlung dar und ersetzt keine fachliche Entscheidung.",909,c8b3463658b7423f992daa55f50145f1,509,1016,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.8333333333333334,0.9500000000000001,0.5100293315167824,1.0,0.0,1.0,0.6363636363636364,0.8696969696969696,0.30799230053608745,0.0,0.0,0.0,0.9166666666666666,0.9666666666666666,0.6302986430853984,0.0,0.0,0.0,0.7,0.8955555555555555,0.513636560966549,1.0,0.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.9,0.96,0.5967022133722715,0.0,0.0,0.0,1,"sim_stadt_lev, sim_vorname_lev, sim_strasse_lev","{""Name"": 0.1360338556683369, ""Stra\u00dfe"": 0.09118056520153638, ""PLZ"": 0.013490489964871484, ""Stadt"": 0.09411251009939253, ""Land"": 0.0051045436023160855, ""E-Mail"": 0.06565987938353848, ""Telefon"": 0.06638978641506008}"
1.0,Sichere Dublette,Alle Vergleichsattribute weitgehend identisch außer PLZ,"**Modellbasierte Einschätzung**

Das Modell stuft dieses Datensatzpaar als **Sichere Dublette** ein.

Die Entscheidung wird insbesondere durch Übereinstimmungen bei E-Mail, Nachname, Stadt, Straße, Telefon, Vorname gestützt, die einen positiven Einfluss auf die Modellbewertung haben.

Abweichungen bei PLZ wirken dämpfend auf die Modellbewertung.

Weitere Merkmale wie Land tragen nur begrenzt zur Entscheidungsfindung bei.

**Attributbasierte Evidenz**

**Stark entscheidungsrelevant:**
- Name: sehr ähnlich (merklicher Einfluss)
- Straße: sehr ähnlich (merklicher Einfluss)

**Bestätigende Übereinstimmungen:**
- Stadt: identisch
- E-Mail: identisch

**Abweichungen:**
- PLZ: unterschiedlich (geringer Einfluss)

**Schwache Signale:**
- Land: sehr ähnlich (geringer Einfluss)
- Telefon: leicht ähnlich (geringer Einfluss)

**Governance-Hinweis**

Die Einschätzung stellt eine modellbasierte Empfehlung dar und ersetzt keine fachliche Entscheidung.",916,c8b3463658b7423f992daa55f50145f1,1093,1016,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.8333333333333334,0.9666666666666667,0.47655243204926906,1.0,1.0,1.0,0.8181818181818181,0.9393939393939394,0.5328929346996525,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.7,0.8955555555555555,0.513636560966549,1.0,0.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.7272727272727273,0.8424242424242424,0.399921730576768,0.0,0.0,0.0,0,"sim_strasse_lev, sim_stadt_lev, sim_strasse_jw","{""Name"": 0.1388278976369068, ""Stra\u00dfe"": 0.1075967861513412, ""PLZ"": 0.0019109531699958388, ""Stadt"": 0.08679774420036471, ""Land"": 0.004483663203529269, ""E-Mail"": 0.06688402196162463, ""Telefon"": 0.06453549253402888}"
0.998,Sichere Dublette,Alle Vergleichsattribute weitgehend identisch,"**Modellbasierte Einschätzung**

Das Modell stuft dieses Datensatzpaar als **Sichere Dublette** ein.

Die Entscheidung wird insbesondere durch Übereinstimmungen bei E-Mail, Nachname, PLZ, Stadt, Straße, Telefon, Vorname gestützt, die einen positiven Einfluss auf die Modellbewertung haben.

Weitere Merkmale wie Land tragen nur begrenzt zur Entscheidungsfindung bei.

**Attributbasierte Evidenz**

**Stark entscheidungsrelevant:**
- Name: sehr ähnlich (merklicher Einfluss)
- Straße: sehr ähnlich (merklicher Einfluss)

**Bestätigende Übereinstimmungen:**
- PLZ: identisch
- Land: identisch

**Schwache Signale:**
- Stadt: sehr ähnlich (geringer Einfluss)
- E-Mail: sehr ähnlich (geringer Einfluss)
- Telefon: sehr ähnlich (geringer Einfluss)

**Governance-Hinweis**

Die Einschätzung stellt eine modellbasierte Empfehlung dar und ersetzt keine fachliche Entscheidung.",1858,c8b3463658b7423f992daa55f50145f1,314,1069,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.5714285714285714,0.7364285714285714,0.17654410903896103,0.0,0.0,0.0,0.8,0.94,0.3281960108239958,1.0,0.0,0.0,0.8,0.9377777777777778,0.6620506140355391,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,0.9874999999999999,0.7757449536265701,1.0,0.0,1.0,0.9166666666666666,0.9666666666666666,0.7013712890008751,1.0,1.0,0.0,1,"sim_strasse_lev, sim_stadt_lev, sim_vorname_lev","{""Name"": 0.13167055260400182, ""Stra\u00dfe"": 0.10926685012836558, ""PLZ"": 0.01471920636934359, ""Stadt"": 0.09952482742421424, ""Land"": 0.009497045798791777, ""E-Mail"": 0.07570230786555275, ""Telefon"": 0.08517076306533514}"
0.998,Sichere Dublette,Alle Vergleichsattribute weitgehend identisch,"**Modellbasierte Einschätzung**

Das Modell stuft dieses Datensatzpaar als **Sichere Dublette** ein.

Die Entscheidung wird insbesondere durch Übereinstimmungen bei E-Mail, Nachname, PLZ, Stadt, Straße, Telefon, Vorname gestützt, die einen positiven Einfluss auf die Modellbewertung haben.

Weitere Merkmale wie Land tragen nur begrenzt zur Entscheidungsfindung bei.

**Attributbasierte Evidenz**

**Stark entscheidungsrelevant:**
- Straße: sehr ähnlich (merklicher Einfluss)
- Stadt: sehr ähnlich (merklicher Einfluss)

**Bestätigende Übereinstimmungen:**
- Name: identisch
- PLZ: identisch
- E-Mail: identisch

**Schwache Signale:**
- Land: leicht ähnlich (geringer Einfluss)
- Telefon: leicht ähnlich (geringer Einfluss)

**Governance-Hinweis**

Die Einschätzung stellt eine modellbasierte Empfehlung dar und ersetzt keine fachliche Entscheidung.",1778,c8b3463658b7423f992daa55f50145f1,575,1077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.75,0.9214285714285715,0.357221283122693,0.0,0.0,0.0,0.875,0.9249999999999999,0.5891361863544217,0.0,0.0,0.0,0.33333333333333337,0.611111111111111,0.0,0.0,0.0,0.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.6923076923076923,0.7776923076923077,0.6120642111734068,1.0,1.0,0.0,1,"sim_strasse_lev, sim_stadt_lev, sim_vorname_lev","{""Name"": 0.1416902576008584, ""Stra\u00dfe"": 0.10614754207927579, ""PLZ"": 0.01447281927395929, ""Stadt"": 0.10073828261717487, ""Land"": 0.006995839836341323, ""E-Mail"": 0.06889334789851728, ""Telefon"": 0.08003960408866147}"
0.998,Sichere Dublette,Alle Vergleichsattribute weitgehend identisch,"**Modellbasierte Einschätzung**

Das Modell stuft dieses Datensatzpaar als **Sichere Dublette** ein.

Die Entscheidung wird insbesondere durch Übereinstimmungen bei E-Mail, Nachname, PLZ, Stadt, Straße, Telefon, Vorname gestützt, die einen positiven Einfluss auf die Modellbewertung haben.

Weitere Merkmale wie Land tragen nur begrenzt zur Entscheidungsfindung bei.

**Attributbasierte Evidenz**

**Stark entscheidungsrelevant:**
- Name: sehr ähnlich (merklicher Einfluss)
- Straße: sehr ähnlich (merklicher Einfluss)
- Stadt: sehr ähnlich (merklicher Einfluss)

**Bestätigende Übereinstimmungen:**
- PLZ: identisch
- Land: identisch
- Telefon: identisch

**Schwache Signale:**
- E-Mail: sehr ähnlich (geringer Einfluss)

**Governance-Hinweis**

Die Einschätzung stellt eine modellbasierte Empfehlung dar und ersetzt keine fachliche Entscheidung.",1791,c8b3463658b7423f992daa55f50145f1,72,1085,0.5,0.775,0.18025762104256424,0.0,0.0,0.0,0.8333333333333334,0.9555555555555556,0.4442688916516661,0.0,0.0,0.0,0.875,0.9555555555555555,0.5318765545577843,0.0,0.0,0.0,0.8333333333333334,0.9444444444444445,0.7145018835625904,0.0,0.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.8823529411764706,0.9639705882352941,0.5540149092917471,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1,"sim_strasse_lev, sim_stadt_lev, sim_strasse_jw","{""Name"": 0.12939821396037873, ""Stra\u00dfe"": 0.11607194301904845, ""PLZ"": 0.014868338587983497, ""Stadt"": 0.1052395870188727, ""Land"": 0.00935182995814653, ""E-Mail"": 0.07324054616791517, ""Telefon"": 0.08640355613563713}"
0.998,Sichere Dublette,Alle Vergleichsattribute weitgehend identisch,"**Modellbasierte Einschätzung**

Das Modell stuft dieses Datensatzpaar als **Sichere Dublette** ein.

Die Entscheidung wird insbesondere durch Übereinstimmungen bei E-Mail, Nachname, PLZ, Stadt, Straße, Telefon, Vorname gestützt, die einen positiven Einfluss auf die Modellbewertung haben.

Weitere Merkmale wie Land tragen nur begrenzt zur Entscheidungsfindung bei.

**Attributbasierte Evidenz**

**Stark entscheidungsrelevant:**
- Straße: sehr ähnlich (merklicher Einfluss)

**Bestätigende Übereinstimmungen:**
- Name: identisch
- PLZ: identisch
- Land: identisch

**Schwache Signale:**
- Stadt: leicht ähnlich (geringer Einfluss)
- E-Mail: sehr ähnlich (geringer Einfluss)
- Telefon: sehr ähnlich (geringer Einfluss)

**Governance-Hinweis**

Die Einschätzung stellt eine modellbasierte Empfehlung dar und ersetzt keine fachliche Entscheidung.",693,c8b3463658b7423f992daa55f50145f1,593,1107,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9147058823529411,0.4815145823167114,0.0,0.0,0.0,0.7777777777777778,0.8238095238095238,0.31956514821499366,1.0,0.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.9444444444444444,0.9777777777777777,0.6390516316285183,1.0,0.0,1.0,0.75,0.8560606060606061,0.535876953663433,0.0,1.0,0.0,1,"sim_strasse_lev, sim_stadt_lev, sim_strasse_jw","{""Name"": 0.14005254889318444, ""Stra\u00dfe"": 0.11029773447371663, ""PLZ"": 0.014005035447011384, ""Stadt"": 0.09434654136123961, ""Land"": 0.009261896102004816, ""E-Mail"": 0.07304443844093755, ""Telefon"": 0.07957778764332435}"
0.998,Sichere Dublette,Alle Vergleichsattribute weitgehend identisch außer Land und Telefon,"**Modellbasierte Einschätzung**

Das Modell stuft dieses Datensatzpaar als **Sichere Dublette** ein.

Die Entscheidung wird insbesondere durch Übereinstimmungen bei E-Mail, Nachname, PLZ, Stadt, Straße, Vorname gestützt, die einen positiven Einfluss auf die Modellbewertung haben.

Abweichungen bei Land, Telefon wirken dämpfend auf die Modellbewertung.

**Attributbasierte Evidenz**

**Stark entscheidungsrelevant:**
- Name: sehr ähnlich (merklicher Einfluss)
- Straße: sehr ähnlich (merklicher Einfluss)
- Stadt: sehr ähnlich (merklicher Einfluss)

**Bestätigende Übereinstimmungen:**
- PLZ: identisch
- E-Mail: identisch

**Abweichungen:**
- Land: unterschiedlich (geringer Einfluss)
- Telefon: unterschiedlich (geringer Einfluss)

**Governance-Hinweis**

Die Einschätzung stellt eine modellbasierte Empfehlung dar und ersetzt keine fachliche Entscheidung.",1345,c8b3463658b7423f992daa55f50145f1,528,968,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.9222222222222223,0.30316607250472755,0.0,0.0,0.0,0.875,0.9475,0.5680333987993669,1.0,1.0,1.0,0.8125,0.8896794871794872,0.4231941071098712,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"sim_strasse_lev, sim_stadt_lev, sim_vorname_lev","{""Name"": 0.14801525250992192, ""Stra\u00dfe"": 0.11513758297402625, ""PLZ"": 0.014747329075133942, ""Stadt"": 0.10174319394045175, ""Land"": 0.005015209374090518, ""E-Mail"": 0.0708304622756774, ""Telefon"": 0.016520950628409012}"
